nombre,tipo_organizacion,municipio_codigo,municipio,direccion,barrio,lat,lng,responsable_nombre,telefono,instagram,horario_texto,necesita_urgente,recibe,no_recibe,notas,fuente_nombre,fuente_url
Palacio de los Deportes,alcaldia,11001,Bogotá D.C.,Calle 63 #59A-06,,4.655319,-74.084058,,,,8:00 a. m. – 8:00 p. m.,agua_embotellada;colchonetas;panales_bebe;no_perecederos;comida_preparada,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada,"Lo opera Alcaldía Mayor de Bogotá / Cruz Roja Colombiana. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Punto de acopio Usaquén,alcaldia,11001,Bogotá D.C.,Calle 161A #7F-55,,4.737079,-74.026046,,,,"8:00 a. m. – 9:00 p. m., de lunes a domingo",agua_embotellada;colchonetas;no_perecederos;comida_preparada,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada,"Lo opera Alcaldía Mayor de Bogotá / Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Punto de Solidaridad Park Way,particular,11001,Bogotá D.C.,Avenida Carrera 24 #39-29,,4.63202,-74.075035,,+573102677601,,,agua_embotellada;no_perecederos;comida_preparada,agua_embotellada;granos;aceite;enlatados;no_perecederos;comida_preparada;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;guantes_trabajo;tapabocas,comida_preparada,"Lo opera Tigresas de la Patria — «Colombia un solo corazón». · Acopio Colombia lo dio por verificado el 2026-08-15 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Cascos de seguridad para rescate; Gafas de protección; Elementos de aseo; Productos vencidos.",Tigresas Moviéndose con Corazón — «Red Nacional de Puntos de Solidaridad» (historia destacada «📍Puntos» de la cuenta oficial de la campaña) (vía Centros de Acopio Colombia),https://www.instagram.com/tigresasmoviendoseconcorazon
Punto Solidario de Acopio - Universidad Nacional de Colombia sede Bogotá (UNAL),universidad,11001,Bogotá D.C.,"Capilla Cristo Maestro (edificio 251), Ciudad Universitaria, Bogotá",,4.632901,-74.08145,,6013165235,,"Lunes a viernes, 08:00-16:00",,agua_embotellada;colchonetas;cobijas;alimento_perro;formula_infantil,,"Lo opera Universidad Nacional de Colombia sede Bogotá. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: vrs_bog@unal.edu.co · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://bogota.unal.edu.co/la-sede/equipo-directivo
Ramen house,particular,11001,Bogotá D.C.,Calle 12b # 2-29,,4.597158,-74.070172,,3185416231,,Lunes a domingo de 10 am a 8 pm,,agua_embotellada;botiquin;colchonetas;cobijas;formula_infantil;alimento_perro;medicamentos_sellados,,"Lo opera Cosplays y sonrisas. · Acopio Colombia lo dio por verificado el 2026-08-12 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: mpapolinars.24@gmail.com · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/cosplays_y_sonrisas?igsh=MTdjNGsyZ3czbnFjZw==
Sede administrativa Cruz Roja,cruz_roja,11001,Bogotá D.C.,Carrera 24 #73-38,,4.664031,-74.066011,,,,Abierto 24 horas,agua_embotellada;colchonetas,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil,comida_preparada,"Lo opera Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Artículos de higiene; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Tienda Apapachando,particular,11001,Bogotá D.C.,Diagonal 53 sur # 61d-03,,4.584804,-74.148501,,3015286912,,Todo el día,,agua_embotellada;ropa_usada_buen_estado;botiquin;colchonetas;cobijas;formula_infantil;alimento_perro,,"Lo opera Zaira Reina. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: mizuki012@gmail.com · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene; Equipos de rescate.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/tienda_apapachando?igsh=MTVjaTU2YnhkNjNpZg==
Unicentro Bogotá,alcaldia,11001,Bogotá D.C.,"Carrera 15 #124-30 (entradas por la Carrera 13, Zona de Banderas, y por la Carrera 15, entrada principal)",,4.702159,-74.041281,,+573176456373,,"8:00 a. m. – 9:00 p. m., de lunes a domingo",agua_embotellada;no_perecederos;comida_preparada,agua_embotellada;granos;aceite;enlatados;no_perecederos;comida_preparada;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;guantes_trabajo;tapabocas,comida_preparada,"Lo opera Alcaldía Mayor de Bogotá y Cruz Roja Colombiana Seccional Cundinamarca y Bogotá, junto con Tigresas de la Patria. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Cascos de seguridad para rescate; Gafas de protección; Elementos de aseo; Productos vencidos.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Universidad Externado de Colombia,universidad,11001,Bogotá D.C.,Calle 12 # 1-17 Este,,4.595575,-74.069067,,6013419900,,Lunes a viernes de 8:00 a 5:00pm,,agua_embotellada;botiquin;medicamentos_sellados,,"Lo opera Departamento de Bienestar Universitario. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: bienestar@uexternado.edu.co · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.uexternado.edu.co/la-universidad/unidos-por-nuestro-pais/
Universidad Jorge Tadeo Lozano,alcaldia,11001,Bogotá D.C.,Carrera 4 #22-61,,4.606942,-74.067926,,,,"8:00 a. m. – 9:00 p. m., de lunes a domingo",agua_embotellada;colchonetas;no_perecederos;comida_preparada,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada,"Lo opera Alcaldía Mayor de Bogotá / Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Casa Cural Parroquia San Pedro Apóstol,iglesia,11001,Bogotá D.C.,Calle 77a #20c-90,,4.66761,-74.062986,,6013461328,,Lunes a Viernes - 9.00 a.m. - 5.00 p.m.,,agua_embotellada;colchonetas;cobijas;formula_infantil;alimento_perro,,"Lo opera Parroquia San Pedro Apóstol. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · Correo: psanpedroapostol@arquibogota.org.co · WhatsApp: 3134005838 · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene; Equipos de rescate.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://emergency-rosy.vercel.app/
Gobernación de Cundinamarca — Plaza de la Paz,alcaldia,11001,Bogotá D.C.,"Sede de la Gobernación de Cundinamarca, Calle 26 #51-53, Plaza de la Paz",,4.640803,-74.096969,,,,"Lunes a domingo, 8:00 a. m. – 5:00 p. m.",no_perecederos;comida_preparada;agua_embotellada,no_perecederos;comida_preparada;agua_embotellada;desinfectantes;ropa_nueva;alimento_perro,ropa_usada_buen_estado,"Lo opera Gobernación de Cundinamarca. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · La fuente dice que cierra el 2026-08-23. · No cabe en nuestras categorías, preguntarlo al llamar: Elementos de aseo e higiene personal; Insumos básicos de salud; Elementos de cuidado para animales; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Gobernación de Cundinamarca, vía El Espectador (vía Centros de Acopio Colombia)",https://www.elespectador.com/bogota/donde-donar-para-los-afectados-por-el-terremoto-puntos-autorizados-en-bogota-y-cundinamarca/
Paola Rojas Camacho,particular,11001,Bogotá D.C.,Cra 103C # 82-55 barrio Bolivia,,4.716851,-74.111103,,+573168343709,,Miércoles a sábado 10:00 am a 8:00 pm,,agua_embotellada;botiquin;formula_infantil;alimento_perro,,"Lo opera Vino al Chori. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · Correo: paorojas0504@gmail.com · WhatsApp: 3168343709 · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/vinoalchori?igsh=MXZ2b2lqcHU5MDNheQ==
Bodega Cruz Roja,cruz_roja,11001,Bogotá D.C.,Diagonal 79B #62-53,,4.678527,-74.076555,,,,,agua_embotellada;colchonetas;cobijas,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil,comida_preparada,"Lo opera Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Centro de Salvamento Acuático — Cruz Roja (Sede Barrios Unidos),cruz_roja,11001,Bogotá D.C.,Avenida La Esmeralda #63-81,,4.66086,-74.0878,,,,,agua_embotellada;no_perecederos;comida_preparada;botiquin,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada,"Lo opera Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
SAMU Sur — Cruz Roja,cruz_roja,11001,Bogotá D.C.,Avenida Carrera 68 #31-41 sur,,4.623314,-74.124798,,,,,agua_embotellada;colchonetas;cobijas;no_perecederos;comida_preparada,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada;ropa_usada_buen_estado,"Lo opera Cruz Roja Colombiana Seccional Cundinamarca y Bogotá. · Acopio Colombia lo tiene como REPORTADO, sin verificar contra la entidad. Confirmar antes que nada. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Palacio de los Deportes,alcaldia,11001,Bogotá D.C.,Calle 63 # 59A-06,Salitre (junto al Complejo Acuático El Salitre y el parque Los Novios),4.6553188,-74.0840584,,,,Todos los días de 8:00 a.m. a 8:00 p.m.,,agua_embotellada;no_perecederos;granos;aceite;enlatados;panela_azucar;cobijas;sabanas;colchonetas;toldillos;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;panales_bebe;ropa_nueva,ropa_usada_buen_estado;comida_preparada,Reportado como el punto de acopio para las donaciones que van al Chocó. · CONFLICTO ENTRE FUENTES: bogota.gov.co (nota de 'qué donar') escribe Calle 63 # 54A-06. Las demás fuentes dicen 59A-06. Confirmar el número. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.,Alcaldía Mayor de Bogotá,https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Universidad Jorge Tadeo Lozano,universidad,11001,Bogotá D.C.,Carrera 4 # 22-61,Las Nieves / La Candelaria,4.6069421,-74.0679263,,,,Lunes a domingo de 8:00 a.m. a 9:00 p.m.,,agua_embotellada;no_perecederos;granos;aceite;enlatados;panela_azucar;cobijas;sabanas;colchonetas;toldillos;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;panales_bebe;ropa_nueva,ropa_usada_buen_estado;comida_preparada,SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.,Alcaldía Mayor de Bogotá,https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Punto de acopio de Usaquén,alcaldia,11001,Bogotá D.C.,Calle 161A # 7F-55,Usaquén,4.6930109,-74.0316832,,,,Lunes a domingo de 8:00 a.m. a 9:00 p.m.,,agua_embotellada;no_perecederos;granos;aceite;enlatados;panela_azucar;cobijas;sabanas;colchonetas;toldillos;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;panales_bebe;ropa_nueva,ropa_usada_buen_estado;comida_preparada,"Las fuentes no le dan nombre propio: solo 'un punto en Usaquén'. Preguntar de qué sede se trata. · PIN APROXIMADO (ubicado por barrio, aproximado). Verificarlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá,https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
Centro Comercial Unicentro,empresa,11001,Bogotá D.C.,Carrera 15 # 124-30,Santa Bárbara / Usaquén,4.6946095,-74.0433736,,,,Lunes a domingo de 8:00 a.m. a 9:00 p.m.,,agua_embotellada;no_perecederos;granos;aceite;enlatados;panela_azucar;cobijas;sabanas;colchonetas;toldillos;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;panales_bebe;ropa_nueva,ropa_usada_buen_estado;comida_preparada,"CONFLICTO ENTRE FUENTES: Una nota de bogota.gov.co dice 9:00 a.m. a 5:00 p.m. y otra 8:00 a.m. a 9:00 p.m. Confirmar. · PIN APROXIMADO (ubicado por barrio, aproximado). Verificarlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá,https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
